title,platform,edition,status,format,region,completeness,condition,release_date,publisher,developer,genre,barcode,purchase_date,purchase_price,store,added_date,notes,clz_index,source
LEGO Star Wars: The Skywalker Saga,Xbox Series X|S,,owned,,,,,2021,Warner Bros Interactive,TT Games,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Redfall,Xbox Series X|S,,owned,,,,,"May 02, 2023",Bethesda Softworks,Arkane Studios,FPS,,,,,"Sep 05, 2026",,,clz
Split Fiction,Xbox Series X|S,,owned,,,,,"Mar 06, 2025",Electronic Arts,Hazelight,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Battlefield 1,Xbox One,,owned,,,,,"Oct 21, 2016",Electronic Arts,EA DICE,FPS,,,,,"Sep 12, 2026",,,clz
Battlefield 4,Xbox One,,owned,,,,,"Nov 22, 2013",Electronic Arts,EA DICE,FPS,,,,,"Sep 24, 2026",,,clz
Battlefield: Hardline,Xbox One,,owned,,,,,"Mar 20, 2015",Electronic Arts,Visceral Games,FPS,,,,,"Sep 24, 2026",,,clz
Battlefield V,Xbox One,,owned,,,,,"Nov 20, 2018",Electronic Arts,EA DICE,FPS,,,,,"Sep 24, 2026",,,clz
Call of Duty: Advanced Warfare,Xbox One,,owned,,,,,"Nov 03, 2014",Activision,Sledgehammer Games,FPS,,,,,"Sep 05, 2026",,,clz
Call of Duty: Black Ops 4,Xbox One,,owned,,,,,"Oct 12, 2018",Activision,Treyarch,FPS,,,,,"Sep 05, 2026",,,clz
Call of Duty: Black Ops Cold War,Xbox One,,owned,,,,,"Nov 13, 2020",Activision,Treyarch,FPS,,,,,"Sep 05, 2026",,,clz
Call of Duty: Black Ops III,Xbox One,,owned,,,,,"Nov 06, 2015",Activision,Treyarch,FPS,,,,,"Sep 05, 2026",,,clz
Call of Duty: Ghosts,Xbox One,,owned,,,,,"Nov 22, 2013",Activision,Infinity Ward,FPS,,,,,"Sep 05, 2026",,,clz
Call of Duty: Infinite Warfare,Xbox One,,owned,,,,,"Nov 04, 2016",Activision,Infinity Ward,FPS,,,,,"Sep 05, 2026",,,clz
Call of Duty: Modern Warfare,Xbox One,,owned,,,,,"Oct 25, 2019",Activision,Infinity Ward,FPS,,,,,"Sep 05, 2026",,,clz
Call of Duty: WWII,Xbox One,,owned,,,,,"Nov 03, 2017",Activision,Sledgehammer Games,FPS,,,,,"Sep 05, 2026",,,clz
Crackdown 3,Xbox One,,owned,,,,,"Feb 15, 2019",Microsoft,Reagent Games,Action,,,,,"Sep 17, 2026",,,clz
Dead Rising 4,Xbox One,,owned,,,,,"Dec 06, 2016",Capcom,Capcom,Action,,,,,"Sep 24, 2026",,,clz
DOOM,Xbox One,,owned,,,,,"May 13, 2016",Bethesda Softworks,id Software,FPS,,,,,"Sep 24, 2026",,,clz
Doom Eternal,Xbox One,,owned,,,,,"Mar 20, 2020",Bethesda Softworks,id Software,FPS,,,,,"Sep 24, 2026",,,clz
Forza Horizon 2,Xbox One,,owned,,,,,"Oct 03, 2014",Microsoft Game Studios,Turn 10 Studios,Driving | Racing,,,,,"Aug 29, 2026",,,clz
Forza Horizon 3,Xbox One,,owned,,,,,"Sep 27, 2016",Microsoft Game Studios,Turn 10 Studios,Racing,,,,,"Aug 29, 2026",,,clz
Forza Horizon 4,Xbox One,,owned,,,,,"Oct 02, 2018",Microsoft,Playground Games,Racing,,,,,"Aug 29, 2026",,,clz
Forza Motorsport 5,Xbox One,,owned,,,,,"Nov 22, 2013",Microsoft,Turn 10 Studios,Racing,,,,,"Sep 05, 2026",,,clz
Forza Motorsport 6,Xbox One,,owned,,,,,"Sep 18, 2015",Microsoft,Turn 10 Studios,Driving | Racing,,,,,"Sep 05, 2026",,,clz
Forza Motorsport 7,Xbox One,,owned,,,,,"Oct 03, 2017",Microsoft,Turn 10 Studios,Racing,,,,,"Sep 05, 2026",,,clz
Gears 5,Xbox One,,owned,,,,,"Sep 10, 2019",Microsoft,The Coalition,Action | Shooter,,,,,"Sep 04, 2026",,,clz
Gears of War 4,Xbox One,,owned,,,,,"Oct 11, 2016",Microsoft,Black Tusk,Action | Shooter,,,,,"Sep 05, 2026",,,clz
Gears of War: Ultimate Edition,Xbox One,,owned,,,,,"Aug 28, 2015",Microsoft,Black Tusk,Action,,,,,"Apr 15, 2025",,,clz
Halo 5: Guardians,Xbox One,,owned,,,,,"Oct 27, 2015",Microsoft,343 Industries,FPS,,,,,"Apr 15, 2025",,,clz
Halo: The Master Chief Collection,Xbox One,,owned,,,,,"Nov 11, 2014",Microsoft,343 Industries,FPS,,,,,"Aug 29, 2026",,,clz
Halo Wars 2,Xbox One,,owned,,,,,"Feb 21, 2017",Microsoft,343 Industries,Real Time Strategy | Strategy,,,,,"Sep 04, 2026",,,clz
Killer Instinct,Xbox One,,owned,,,,,"Nov 22, 2013",Microsoft Studios,Double Helix Games,Fighting,,,,,"Sep 05, 2026",,,clz
LEGO Harry Potter Collection,Xbox One,,owned,,,,,"Nov 02, 2018",Warner Bros Interactive,Travellers Tales,Action/Adventure,,,,,"Apr 15, 2025",,,clz
Ori and the Blind Forest,Xbox One,,owned,,,,,"Mar 15, 2015",Microsoft Game Studios,Moon Studios,Action | Adventure,,,,,"Sep 24, 2026",,,clz
Ori and the Will of the Wisps,Xbox One,,owned,,,,,"Mar 11, 2020",Microsoft,Moon Studios,Platformer,,,,,"Sep 17, 2026",,,clz
Overcooked! + Overcooked! 2,Xbox One,,owned,,,,,"Nov 12, 2019",Team17 Digital Limited,Ghost Town Games,Party,,,,,"Apr 15, 2025",,,clz
Quantum Break,Xbox One,,owned,,,,,"Apr 05, 2016",Microsoft,Remedy,Action,,,,,"Sep 05, 2026",,,clz
Ryse: Son Of Rome,Xbox One,,owned,,,,,"Nov 22, 2013",Microsoft,Crytek Studios,Action/Adventure | FPS | MMORPG,,,,,"Sep 05, 2026",,,clz
Sea of Thieves,Xbox One,,owned,,,,,"Mar 20, 2018",Microsoft,Rare,Action/Adventure,,,,,"Sep 17, 2026",,,clz
State of Decay 2,Xbox One,,owned,,,,,"May 22, 2018",Microsoft,Undead Labs,Action,,,,,"Sep 17, 2026",,,clz
State of Decay: Year One Survival Edition,Xbox One,,owned,,,,,"Apr 28, 2015",Microsoft Studios,Undead Labs,Survival Horror,,,,,"Sep 17, 2026",,,clz
Sunset Overdrive,Xbox One,,owned,,,,,"Oct 31, 2014",Microsoft Studios,Insomniac Games,Action/Adventure,,,,,"Sep 17, 2026",,,clz
Super Lucky's Tale,Xbox One,,owned,,,,,"Nov 07, 2017",Microsoft,Playful,Platformer,,,,,"Sep 24, 2026",,,clz
Titanfall,Xbox One,,owned,,,,,"Mar 14, 2014",Electronic Arts,Respawn Entertainment,FPS,,,,,"Apr 15, 2025",,,clz
Titanfall 2,Xbox One,,owned,,,,,"Oct 28, 2016",Electronic Arts,Respawn Entertainment,FPS,,,,,"Sep 24, 2026",,,clz
Zoo Tycoon,Xbox One,,owned,,,,,"Nov 22, 2013",Microsoft Game Studios,Frontier Developments,Simulator,,,,,"Sep 24, 2026",,,clz
Zoo Tycoon: Ultimate Animal Collection,Xbox One,,owned,,,,,"Oct 31, 2017",Microsoft Game Studios,Asobo Studio,Simulator,,,,,"Sep 24, 2026",,,clz
Battlefield 2: Modern Combat,Xbox 360,,owned,,,,,"Apr 11, 2006",Electronic Arts,EA DICE,Action | FPS,,,,,"Sep 24, 2026",,,clz
Battlefield 3,Xbox 360,,owned,,,,,"Oct 25, 2011",Electronic Arts,EA DICE,FPS,,,,,"Sep 24, 2026",,,clz
Battlefield: Bad Company,Xbox 360,,owned,,,,,"Jun 17, 2008",Electronic Arts,EA DICE,FPS,,,,,"Sep 24, 2026",,,clz
Battlefield: Bad Company 2,Xbox 360,,owned,,,,,"Mar 02, 2010",Electronic Arts,EA DICE,FPS,,,,,"Sep 24, 2026",,,clz
Call of Duty 2,Xbox 360,,owned,,,,,"Nov 16, 2005",Activision,Infinity Ward,FPS,,,,,"Sep 17, 2026",,,clz
Call of Duty 3,Xbox 360,,owned,,,,,"Nov 07, 2006",Activision,Treyarch,FPS,,,,,"Sep 05, 2026",,,clz
Call of Duty: Black Ops,Xbox 360,,owned,,,,,"Nov 09, 2010",Activision,Treyarch,FPS,,,,,"Sep 05, 2026",,,clz
Call of Duty: Black Ops II,Xbox 360,,owned,,,,,"Nov 13, 2012",Activision,Treyarch,FPS,,,,,"Sep 05, 2026",,,clz
Call of Duty: Modern Warfare Trilogy,Xbox 360,,owned,,,,,"Jun 24, 2016",Activision,Infinity Ward,FPS,,,,,"Apr 15, 2025",,,clz
Call of Duty World at War,Xbox 360,,owned,,,,,"Nov 11, 2008",Activision,Treyarch,FPS,,,,,"Sep 05, 2026",,,clz
Forza Horizon,Xbox 360,,owned,,,,,"Oct 26, 2012",Microsoft Studios,Playground Games,Racing,,,,,"Sep 05, 2026",,,clz
Halo Wars,Xbox 360,,owned,,,,,"Mar 03, 2009",Microsoft,Ensemble Studios,FPS | Real Time Strategy,,,,,"Sep 24, 2026",,,clz
Perfect Dark Zero,Xbox 360,,owned,,,,,"Nov 15, 2005",Microsoft,Rare,Action | FPS,,,,,"Apr 15, 2025",,,clz
Skate,Xbox 360,,wishlist,,,,,,,,,,,,,,,,clz
Skate 2,Xbox 360,,wishlist,,,,,,,,,,,,,,,,clz
Skate 3,Xbox 360,,wishlist,,,,,,,,,,,,,,,,clz
Otogi 2: Immortal Warriors,Xbox,,wishlist,,,,,,,,,,,,,,,,clz
Otogi: Myth of Demons,Xbox,,wishlist,,,,,,,,,,,,,,,,clz
Star Wars: Republic Commando,Xbox,,owned,,,,,"Mar 01, 2005",LucasArts,LucasArts,FPS | Shooter,,,,,"Apr 15, 2025",,,clz
